v_ID,v_Frame_output,v_Vel_output,Frame_ID,v_Vel,v_Acc,Space_Headway,Time_Headway
477,1453,55.0,1452,55.81,-3.31,152.15,2.73
457,1453,56.59,1452,59.99,0.0,123.86,2.06
472,1454,55.25,1453,56.59,-2.6,93.09,1.65
477,1454,55.0,1453,55.5,-2.93,152.25,2.74
457,1454,56.25,1453,59.99,0.0,123.82,2.06
477,1455,55.0,1454,55.25,-2.35,152.37,2.76
457,1455,55.82,1454,59.99,0.0,123.82,2.06
472,1455,55.07,1454,56.25,-3.74,93.44,1.66
457,1456,55.38,1455,59.99,0.0,123.83,2.06
472,1456,55.0,1455,55.82,-5.25,93.82,1.68
477,1456,55.0,1455,55.07,-1.13,152.48,2.77
457,1457,55.08,1456,59.81,-2.94,123.82,2.07
472,1457,54.99,1456,55.38,-4.25,94.29,1.7
477,1457,55.0,1456,55.0,-0.19,152.53,2.77
457,1458,54.97,1457,59.39,-5.52,123.83,2.09
472,1458,55.0,1457,55.08,-1.69,94.77,1.72
477,1458,55.0,1457,54.99,0.11,152.54,2.77
472,1459,55.0,1458,54.97,0.06,95.18,1.73
477,1459,55.05,1458,55.0,0.07,152.52,2.77
457,1459,54.98,1458,59.09,-2.63,123.92,2.1
457,1460,55.0,1459,59.09,2.68,124.06,2.1
472,1460,54.99,1459,54.98,0.25,95.55,1.74
477,1460,55.18,1459,55.0,0.0,152.52,2.77
477,1461,55.25,1460,54.99,-0.21,152.52,2.77
457,1461,55.18,1460,59.39,5.55,124.2,2.09
472,1461,54.95,1460,55.0,0.0,95.94,1.74
477,1462,55.24,1461,54.95,-0.56,152.5,2.78
457,1462,55.61,1461,59.82,2.95,124.35,2.08
472,1462,54.89,1461,55.18,2.95,96.45,1.75
472,1463,54.84,1462,55.61,5.53,96.95,1.74
477,1463,55.27,1462,54.89,-0.74,152.52,2.78
457,1463,55.91,1462,60.0,0.0,124.59,2.08
477,1464,55.59,1463,54.84,-0.37,152.64,2.78
472,1464,54.84,1463,55.91,2.65,97.34,1.74
457,1464,55.91,1463,60.03,0.51,124.95,2.08
472,1465,54.89,1464,55.91,-2.66,97.72,1.75
477,1465,56.37,1464,54.84,0.35,152.8,2.79
457,1465,55.6,1464,60.01,-0.51,125.33,2.09
472,1466,54.94,1465,55.6,-5.54,98.14,1.77
477,1466,57.43,1465,54.89,0.76,152.92,2.79
457,1466,55.18,1465,59.68,-5.17,125.63,2.1
472,1467,54.97,1466,55.18,-2.96,98.58,1.79
477,1467,58.28,1466,54.94,0.34,152.94,2.78
457,1467,54.99,1466,59.1,-7.37,125.96,2.13
472,1468,55.07,1467,54.99,0.0,98.94,1.8
477,1468,58.57,1467,54.97,0.11,152.93,2.78
457,1468,54.99,1467,58.84,-0.69,126.44,2.15
472,1469,55.28,1468,54.99,0.0,99.25,1.8
477,1469,58.34,1468,55.07,1.52,152.94,2.78
457,1469,54.99,1468,59.44,11.2,127.0,2.14
457,1470,54.99,1469,61.24,11.2,127.34,2.08
472,1470,55.6,1469,54.99,0.0,99.81,1.82
477,1470,57.88,1469,55.28,2.78,152.93,2.77
457,1471,54.99,1470,63.89,11.2,127.47,2.0
477,1471,57.55,1470,55.6,4.09,152.9,2.75
472,1471,56.17,1470,54.99,0.0,100.58,1.83
477,1472,57.55,1471,56.17,6.46,152.83,2.72
472,1472,56.93,1471,54.99,0.0,101.57,1.85
457,1472,54.99,1471,66.29,11.2,127.36,1.92
477,1473,57.77,1472,56.93,8.8,152.69,2.68
472,1473,57.82,1472,54.99,0.0,102.76,1.87
457,1473,54.99,1472,67.87,10.35,127.07,1.87
457,1474,54.76,1473,68.55,0.98,126.56,1.85
477,1474,58.03,1473,57.82,9.97,152.47,2.64
472,1474,58.68,1473,54.99,0.0,104.17,1.89
457,1475,54.24,1474,68.58,-1.07,126.08,1.84
477,1475,58.24,1474,58.68,7.51,152.15,2.59
472,1475,59.14,1474,54.76,-3.77,105.52,1.93
472,1476,59.01,1475,54.24,-6.65,106.89,1.97
457,1476,53.98,1475,68.52,0.19,125.62,1.83
477,1476,58.44,1475,59.14,2.15,151.68,2.56
472,1477,58.41,1476,53.98,-1.54,108.39,2.01
477,1477,58.75,1476,59.01,-4.3,151.07,2.56
457,1477,54.29,1476,68.5,-0.45,125.07,1.83
477,1478,59.1,1477,58.41,-8.75,150.5,2.58
457,1478,55.2,1477,68.35,-2.33,124.47,1.82
472,1478,57.73,1477,54.29,7.51,109.91,2.02
477,1479,59.24,1478,57.73,-6.43,150.16,2.6
472,1479,57.49,1478,55.2,11.2,111.3,2.02
457,1479,56.45,1478,67.99,-4.76,123.77,1.82
477,1480,58.99,1479,57.49,1.08,150.04,2.61
472,1480,57.9,1479,56.45,11.2,112.52,1.99
457,1480,57.5,1479,67.48,-5.96,123.0,1.82
457,1481,58.33,1480,66.96,-4.82,122.28,1.83
477,1481,58.37,1480,57.9,8.0,150.05,2.59
472,1481,58.72,1480,57.5,8.44,113.5,1.97
477,1482,57.77,1481,58.72,9.48,150.03,2.56
472,1482,59.47,1481,58.33,8.24,114.37,1.96
457,1482,59.08,1481,66.61,-2.38,121.65,1.83
477,1483,57.68,1482,59.47,6.16,149.98,2.52
472,1483,59.9,1482,59.08,6.92,115.13,1.95
457,1483,59.62,1482,66.32,-2.52,121.13,1.83
477,1484,58.19,1483,59.9,2.12,149.93,2.5
472,1484,60.04,1483,59.62,4.33,115.8,1.94
457,1484,59.93,1483,66.0,-3.68,120.71,1.83
477,1485,59.12,1484,60.04,0.18,149.92,2.5
472,1485,60.04,1484,59.93,1.61,116.37,1.94
457,1485,60.02,1484,65.8,-1.77,120.28,1.83
457,1486,60.07,1485,65.81,1.85,119.81,1.82
477,1486,60.19,1485,60.04,-0.18,149.92,2.5
472,1486,59.92,1485,60.02,-0.17,116.9,1.95
457,1487,60.23,1486,66.02,3.87,119.26,1.81
477,1487,61.16,1486,59.92,-1.69,149.9,2.5
472,1487,59.8,1486,60.07,0.85,117.48,1.96
472,1488,59.77,1487,60.23,2.32,118.11,1.96
477,1488,61.86,1487,59.8,-1.43,149.93,2.51
457,1488,60.37,1487,66.31,2.07,118.66,1.79
472,1489,59.72,1488,60.37,1.34,118.73,1.97
457,1489,60.39,1488,66.44,0.0,118.15,1.78
477,1489,62.06,1488,59.77,0.18,150.0,2.51
477,1490,61.59,1489,59.72,0.15,150.08,2.51
472,1490,59.72,1489,60.39,-0.88,119.31,1.98
457,1490,60.27,1489,66.44,0.0,117.8,1.77
477,1491,60.54,1490,59.72,-0.19,150.16,2.51
472,1491,59.77,1490,60.27,-2.4,119.91,1.99
457,1491,60.08,1490,66.44,0.0,117.55,1.77
472,1492,59.79,1491,60.08,-1.46,120.55,2.01
457,1492,59.99,1491,66.44,0.0,117.31,1.77
477,1492,59.41,1491,59.77,-0.22,150.19,2.51
477,1493,58.57,1492,59.79,1.41,150.21,2.51
457,1493,59.99,1492,66.46,0.33,117.0,1.76
472,1493,59.91,1492,59.99,-0.1,121.2,2.02
472,1494,60.02,1493,59.99,0.07,121.84,2.03
457,1494,59.99,1493,66.52,0.78,116.66,1.75
477,1494,58.02,1493,59.91,1.69,150.23,2.51
457,1495,60.02,1494,66.61,1.07,116.33,1.75
472,1495,60.01,1494,59.99,0.0,122.5,2.04
477,1495,57.81,1494,60.02,-0.06,150.22,2.5
457,1496,60.18,1495,66.52,-1.98,116.02,1.74
472,1496,59.99,1495,60.02,0.44,123.19,2.05
477,1496,57.93,1495,60.01,-0.24,150.21,2.5
472,1497,59.99,1496,60.18,2.35,123.86,2.06
457,1497,60.59,1496,66.18,-4.85,115.78,1.75
477,1497,58.41,1496,59.99,0.0,150.2,2.5
472,1498,59.99,1497,60.59,5.7,124.43,2.05
457,1498,61.38,1497,65.95,-2.02,115.61,1.75
477,1498,59.19,1497,59.99,0.0,150.21,2.5
477,1499,59.82,1498,59.99,0.0,150.27,2.5
457,1499,62.52,1498,66.01,3.24,115.51,1.75
472,1499,59.76,1498,61.38,10.07,124.92,2.04
472,1500,59.24,1499,62.52,11.2,125.33,2.0
457,1500,63.72,1499,66.36,5.96,115.4,1.74
477,1500,59.66,1499,59.76,-3.65,150.44,2.52
457,1501,64.52,1500,66.82,3.27,115.22,1.72
477,1501,58.66,1500,59.24,-6.8,150.77,2.55
472,1501,58.87,1500,63.72,11.2,125.7,1.97
472,1502,58.86,1501,64.52,5.17,125.95,1.95
477,1502,57.27,1501,58.87,-3.24,151.37,2.57
457,1502,64.71,1501,67.02,-0.04,115.01,1.72
477,1503,56.08,1502,58.86,3.04,152.06,2.58
457,1503,64.62,1502,66.96,-0.85,114.8,1.71
472,1503,59.22,1502,64.71,-1.98,126.14,1.95
477,1504,55.52,1503,59.22,6.76,152.66,2.58
457,1504,64.61,1503,66.85,-1.49,114.61,1.71
472,1504,59.85,1503,64.62,-2.16,126.37,1.96
457,1505,64.84,1504,66.75,-0.94,0.0,0.0
477,1505,55.42,1504,59.85,5.33,153.12,2.56
472,1505,60.39,1504,64.61,1.86,126.61,1.96
477,1506,55.45,1505,60.39,4.48,153.55,2.54
472,1506,60.85,1505,64.84,4.42,126.82,1.96
457,1506,65.18,1505,66.78,1.27,0.0,0.0
472,1507,61.2,1506,65.18,2.42,126.98,1.95
477,1507,55.44,1506,60.85,5.44,154.01,2.53
457,1507,65.33,1506,66.95,2.59,0.0,0.0
472,1508,61.3,1507,65.33,0.0,127.15,1.95
457,1508,65.33,1507,67.06,0.51,0.0,0.0
477,1508,55.43,1507,61.2,2.4,154.43,2.52
457,1509,65.33,1508,66.8,-5.2,0.0,0.0
477,1509,55.62,1508,61.3,-0.87,154.81,2.53
472,1509,61.36,1508,65.33,0.0,127.36,1.95
472,1510,61.63,1509,65.33,-0.04,127.51,1.95
457,1510,65.31,1509,66.13,-9.18,0.0,0.0
477,1510,56.21,1509,61.36,0.56,155.22,2.53
457,1511,65.27,1510,65.49,-5.5,0.0,0.0
472,1511,62.16,1510,65.31,-0.21,127.52,1.95
477,1511,57.1,1510,61.63,4.94,155.64,2.53
457,1512,65.23,1511,65.34,2.24,0.0,0.0
472,1512,62.57,1511,65.27,-0.51,127.46,1.95
477,1512,58.13,1511,62.16,6.94,156.0,2.51
457,1513,65.19,1512,65.76,7.84,0.0,0.0
472,1513,62.36,1512,65.23,-0.48,127.44,1.95
477,1513,59.27,1512,62.57,2.32,156.25,2.5
477,1514,60.35,1513,62.36,-6.17,156.45,2.51
472,1514,61.61,1513,65.19,-0.43,127.53,1.96
457,1514,65.04,1513,66.56,8.55,0.0,0.0
477,1515,61.24,1514,61.61,-10.31,156.74,2.54
457,1515,64.49,1514,67.33,6.76,0.0,0.0
472,1515,60.86,1514,65.04,-1.92,127.71,1.96
457,1516,63.49,1515,67.8,3.43,0.0,0.0
477,1516,61.85,1515,60.86,-6.74,157.18,2.58
472,1516,60.57,1515,64.49,-8.08,127.97,1.98
457,1517,62.68,1516,68.03,0.85,0.0,0.0
472,1517,60.83,1516,63.49,-11.2,128.36,2.02
477,1517,62.03,1516,60.57,1.19,157.6,2.6
472,1518,61.18,1517,62.68,-6.9,128.92,2.06
457,1518,62.59,1517,68.04,-1.45,0.0,0.0
477,1518,62.01,1517,60.83,5.61,157.84,2.59
472,1519,61.19,1518,62.59,4.91,129.46,2.07
477,1519,61.94,1518,61.18,2.57,157.88,2.58
457,1519,63.29,1518,68.04,0.0,0.0,0.0
457,1520,64.3,1519,68.04,0.0,0.0,0.0
477,1520,61.73,1519,61.19,-2.63,157.95,2.58
472,1520,60.92,1519,63.29,11.2,130.22,2.06
472,1521,60.76,1520,64.3,9.02,130.33,2.03
477,1521,61.36,1520,60.92,-4.01,158.22,2.6
457,1521,64.84,1520,68.04,0.0,0.0,0.0
477,1522,61.01,1521,60.76,-0.05,158.71,2.61
472,1522,61.09,1521,64.84,1.33,0.0,0.0
477,1523,61.03,1522,61.09,6.62,159.2,2.61
472,1523,61.99,1522,64.71,-4.06,0.0,0.0
472,1524,63.29,1523,64.14,-7.73,0.0,0.0
477,1524,61.56,1523,61.99,11.2,159.57,2.57
477,1525,62.28,1524,63.29,11.2,159.67,2.52
472,1525,64.75,1524,63.43,-7.53,0.0,0.0
472,1526,65.95,1525,62.93,-3.08,0.0,0.0
477,1526,62.67,1525,64.75,11.2,159.55,2.46
472,1527,66.39,1526,62.83,1.54,0.0,0.0
477,1527,62.55,1526,65.95,9.92,159.25,2.41
472,1528,66.16,1527,63.02,3.21,0.0,0.0
477,1528,62.2,1527,66.39,0.18,158.82,2.39
477,1529,62.06,1528,66.16,-6.75,158.47,2.4
472,1529,65.45,1528,63.15,-0.15,0.0,0.0
477,1530,62.12,1529,65.45,-8.79,158.2,2.42
472,1530,64.73,1529,63.01,-2.96,0.0,0.0
477,1531,62.11,1530,64.73,-5.02,157.99,2.44
472,1531,64.46,1530,63.01,0.98,0.0,0.0
477,1532,61.91,1531,64.46,-0.96,157.84,2.45
472,1532,64.42,1531,63.4,6.85,0.0,0.0
477,1533,61.7,1532,64.42,0.52,157.76,2.45
472,1533,64.34,1532,64.06,8.79,0.0,0.0
472,1534,64.14,1533,64.72,4.63,0.0,0.0
477,1534,61.73,1533,64.34,-0.64,157.79,2.45
472,1535,63.87,1534,65.01,0.16,0.0,0.0
477,1535,61.99,1534,64.14,-4.03,157.87,2.46
472,1536,63.87,1535,65.04,0.14,0.0,0.0
477,1536,62.27,1535,63.87,-2.75,157.98,2.47
472,1537,64.16,1536,65.07,0.5,0.0,0.0
477,1537,62.43,1536,63.87,2.6,158.14,2.48
477,1538,62.34,1537,64.16,4.56,158.27,2.47
472,1538,64.33,1537,65.07,-0.11,0.0,0.0
472,1539,64.05,1538,64.78,-4.93,0.0,0.0
477,1539,62.03,1538,64.33,0.12,158.35,2.46
472,1540,63.2,1539,64.78,0.0,0.0,0.0
477,1540,61.8,1539,64.05,-6.23,158.34,2.47
477,1541,61.8,1540,63.2,-11.2,0.0,0.0
477,1542,62.01,1541,62.19,-9.68,0.0,0.0
477,1543,62.3,1542,61.83,0.14,0.0,0.0
477,1544,62.43,1543,62.29,9.94,0.0,0.0
477,1545,62.43,1544,63.2,11.2,0.0,0.0
477,1548,62.43,1547,63.67,-3.99,0.0,0.0
477,1549,62.43,1548,63.37,-1.93,0.0,0.0
477,1550,62.43,1549,63.28,0.17,0.0,0.0
477,1551,62.44,1550,63.39,1.91,0.0,0.0
477,1552,62.25,1551,63.7,4.24,0.0,0.0
477,1553,61.77,1552,64.02,3.12,0.0,0.0
477,1554,61.42,1553,64.14,-0.18,0.0,0.0
477,1555,61.42,1554,64.19,-0.49,0.0,0.0
477,1556,61.78,1555,64.29,1.97,0.0,0.0
477,1557,62.28,1556,64.52,4.15,0.0,0.0
477,1558,62.51,1557,64.84,2.45,0.0,0.0
477,1559,62.5,1558,65.0,0.08,0.0,0.0
477,1560,62.48,1559,65.0,0.0,0.0,0.0
477,1561,62.51,1560,65.01,0.15,0.0,0.0
477,1562,62.69,1561,65.03,0.27,0.0,0.0
477,1563,63.09,1562,65.05,0.12,0.0,0.0
477,1564,63.64,1563,65.05,0.0,0.0,0.0
477,1565,64.08,1564,65.05,0.0,0.0,0.0
468,2092,37.99,2091,35.97,0.31,109.39,3.04
468,2093,38.0,2092,35.99,0.18,109.31,3.04
472,2093,40.14,2092,37.99,0.14,60.68,1.6
468,2094,37.84,2093,36.0,0.0,109.21,3.03
472,2094,40.14,2093,38.0,0.0,60.48,1.59
468,2095,37.49,2094,36.0,0.0,109.1,3.03
472,2095,40.14,2094,37.84,-2.48,60.26,1.59
468,2096,37.23,2095,36.0,0.0,108.99,3.03
472,2096,40.14,2095,37.49,-4.65,60.08,1.6
468,2097,37.23,2096,36.0,0.0,108.89,3.02
472,2097,40.14,2096,37.23,-2.25,59.96,1.61
472,2098,40.25,2097,37.23,2.21,59.88,1.61
468,2098,37.48,2097,36.0,0.0,108.77,3.02
468,2099,37.84,2098,35.87,-2.08,108.63,3.03
472,2099,40.25,2098,37.48,4.64,59.78,1.59
468,2100,38.0,2099,35.57,-3.9,108.5,3.05
472,2100,40.25,2099,37.84,2.48,59.58,1.57
472,2101,40.25,2100,38.0,0.0,59.29,1.56
468,2101,38.0,2100,35.36,-1.88,108.43,3.07
468,2102,38.0,2101,35.36,1.85,108.39,3.07
472,2102,40.25,2101,38.0,0.02,59.0,1.55
468,2103,38.02,2102,35.58,4.0,108.32,3.04
472,2103,40.25,2102,38.0,0.11,58.73,1.55
468,2104,38.0,2103,35.89,2.31,108.17,3.01
472,2104,40.25,2103,38.02,0.17,58.51,1.54
468,2105,37.86,2104,36.0,-0.49,107.93,3.0
472,2105,40.25,2104,38.0,-0.41,58.33,1.53
468,2106,37.55,2105,35.82,-2.71,107.67,3.01
472,2106,40.25,2105,37.86,-2.07,58.13,1.54
472,2107,40.26,2106,37.55,-4.19,57.93,1.54
468,2107,37.1,2106,35.41,-5.6,107.47,3.03
472,2108,40.13,2107,37.1,-5.22,57.71,1.56
468,2108,36.65,2107,34.8,-7.01,107.38,3.09
475,2109,40.0,2108,40.13,-2.19,53.96,1.34
468,2109,36.34,2108,34.2,-5.65,107.4,3.14
472,2109,39.72,2108,36.65,-4.2,57.47,1.57
468,2110,36.2,2109,33.78,-2.76,107.5,3.18
475,2110,40.0,2109,39.72,-5.71,53.57,1.35
472,2110,39.16,2109,36.34,-2.06,57.21,1.57
472,2111,38.52,2110,36.2,-0.38,56.95,1.57
475,2111,40.0,2110,39.16,-6.7,53.23,1.36
468,2111,36.18,2110,33.6,-0.51,107.62,3.2
468,2112,36.2,2111,33.57,0.24,107.72,3.21
472,2112,37.86,2111,36.18,0.19,56.69,1.57
475,2112,40.0,2111,38.52,-6.32,52.96,1.37
468,2113,36.2,2112,33.59,0.12,107.82,3.21
472,2113,37.3,2112,36.2,0.09,56.43,1.56
475,2113,40.0,2112,37.86,-5.82,52.76,1.39
468,2114,36.08,2113,33.6,0.0,107.92,3.21
472,2114,36.82,2113,36.2,0.0,56.16,1.55
475,2114,40.0,2113,37.3,-6.04,52.63,1.41
472,2115,36.52,2114,36.08,-2.01,55.89,1.55
468,2115,35.79,2114,33.6,0.0,108.02,3.21
475,2115,40.0,2114,36.82,-4.4,52.57,1.43
475,2116,40.0,2115,36.52,-1.0,52.54,1.44
472,2116,36.47,2115,35.79,-3.73,55.65,1.55
468,2116,35.59,2115,33.6,0.0,108.13,3.22
472,2117,36.49,2116,35.59,-1.77,55.45,1.56
468,2117,35.59,2116,33.6,-0.02,108.26,3.22
475,2117,40.0,2116,36.47,0.31,52.45,1.44
472,2118,36.5,2117,35.59,1.83,55.32,1.55
468,2118,35.8,2117,33.25,-5.64,108.32,3.26
475,2118,40.0,2117,36.49,0.18,52.33,1.43
468,2119,36.08,2118,32.44,-10.53,108.3,3.34
472,2119,36.5,2118,35.8,3.76,55.1,1.54
475,2119,40.0,2118,36.5,0.0,52.23,1.43
475,2120,39.84,2119,36.5,0.0,52.19,1.43
468,2120,36.21,2119,31.86,-5.05,108.3,3.4
472,2120,36.5,2119,36.08,2.0,54.65,1.51
475,2121,39.47,2120,36.5,0.0,52.17,1.43
472,2121,36.5,2120,36.21,0.0,54.12,1.49
468,2121,36.21,2120,31.86,5.04,108.2,3.4
475,2122,39.21,2121,36.5,0.0,52.15,1.43
468,2122,36.21,2121,32.44,10.51,107.88,3.33
472,2122,36.5,2121,36.21,0.0,53.66,1.48
472,2123,36.5,2122,36.21,0.0,53.36,1.47
468,2123,36.23,2122,33.24,5.63,107.26,3.23
475,2123,39.21,2122,36.5,0.0,52.12,1.43
472,2124,36.5,2123,36.23,0.36,53.14,1.47
468,2124,36.11,2123,33.61,0.36,106.42,3.17
475,2124,39.49,2123,36.5,0.0,52.08,1.43
468,2125,35.45,2124,33.62,-0.09,105.58,3.14
472,2125,36.5,2124,36.11,-2.15,52.86,1.46
475,2125,39.87,2124,36.5,0.0,52.08,1.43
472,2126,36.5,2125,35.45,-9.62,52.6,1.48
475,2126,39.92,2125,36.5,0.0,52.07,1.43
468,2126,34.07,2125,33.42,-3.15,104.78,3.14
475,2127,39.49,2126,36.5,0.0,51.89,1.42
468,2127,32.07,2126,32.85,-8.04,104.1,3.17
472,2127,36.5,2126,34.07,-11.2,52.48,1.54
475,2128,38.66,2127,36.5,-0.05,51.54,1.41
468,2128,29.99,2127,31.91,-11.2,103.56,3.25
472,2128,36.37,2127,32.07,-11.2,52.45,1.64
475,2129,37.5,2128,36.37,-2.09,50.99,1.4
468,2129,28.7,2128,30.89,-9.92,103.13,3.34
472,2129,36.1,2128,29.99,-11.2,52.47,1.75
475,2130,36.35,2129,36.1,-3.36,50.28,1.39
468,2130,28.49,2129,30.25,-3.48,102.83,3.4
472,2130,35.99,2129,28.7,-7.69,52.55,1.83
472,2131,36.15,2130,28.49,4.01,52.76,1.85
468,2131,28.99,2130,30.18,2.67,102.56,3.4
475,2131,35.52,2130,35.99,-0.48,49.45,1.37
472,2132,36.59,2131,28.99,8.64,52.94,1.83
468,2132,29.65,2131,30.49,4.78,102.25,3.35
475,2132,35.02,2131,36.15,3.98,48.72,1.35
468,2133,29.99,2132,30.88,3.17,101.87,3.3
475,2133,34.68,2132,36.59,6.31,48.06,1.31
472,2133,37.11,2132,29.65,5.3,53.06,1.79
472,2134,37.42,2133,29.99,0.6,53.16,1.77
468,2134,29.67,2133,31.09,0.81,101.44,3.26
475,2134,34.26,2133,37.11,4.22,47.38,1.28
475,2135,33.72,2134,37.42,1.44,46.68,1.25
472,2135,37.52,2134,29.67,-6.11,53.24,1.79
468,2135,28.83,2134,31.07,-1.19,101.01,3.25
468,2136,28.24,2135,30.84,-3.28,100.61,3.26
472,2136,37.56,2135,28.83,-10.61,53.39,1.85
475,2136,33.2,2135,37.52,0.59,45.88,1.22
468,2137,28.23,2136,30.49,-4.18,100.25,3.29
475,2137,32.87,2136,37.56,0.02,44.93,1.2
472,2137,37.58,2136,28.24,-5.2,53.66,1.9
475,2138,32.74,2137,37.58,0.29,43.91,1.17
468,2138,28.79,2137,30.24,-1.74,99.94,3.3
472,2138,37.55,2137,28.23,4.89,53.94,1.91
475,2139,32.73,2138,37.55,-0.63,42.94,1.14
468,2139,29.59,2138,30.25,2.09,99.56,3.29
472,2139,37.22,2138,28.79,10.43,54.13,1.88
475,2140,32.74,2139,37.22,-4.9,42.12,1.13
468,2140,29.95,2139,30.36,1.58,98.97,3.26
472,2140,36.42,2139,29.59,5.59,54.21,1.83
475,2141,32.61,2140,36.42,-11.09,41.41,1.14
468,2141,29.97,2140,30.16,-4.47,98.21,3.26
472,2141,35.13,2140,29.95,0.27,54.26,1.81
475,2142,32.29,2141,35.13,-11.2,40.84,1.16
468,2142,29.88,2141,29.38,-11.2,97.34,3.31
472,2142,33.62,2141,29.97,0.14,54.3,1.81
472,2143,32.3,2142,29.88,-1.5,54.16,1.81
468,2143,29.58,2142,28.08,-11.2,96.54,3.44
475,2143,32.06,2142,33.62,-11.2,40.41,1.2
472,2144,31.34,2143,29.58,-4.28,53.9,1.82
468,2144,29.03,2143,26.69,-11.2,95.85,3.59
475,2144,32.06,2143,32.3,-11.2,40.11,1.24
472,2145,30.69,2144,29.03,-6.97,53.54,1.84
468,2145,28.28,2144,25.67,-7.79,95.33,3.71
475,2145,32.28,2144,31.34,-7.53,39.91,1.27
472,2146,30.29,2145,28.28,-8.34,53.16,1.88
468,2146,27.43,2145,25.13,-2.64,94.91,3.78
475,2146,32.6,2145,30.69,-5.06,39.71,1.29
475,2147,32.74,2146,30.29,-3.27,39.47,1.3
472,2147,30.06,2146,27.43,-8.65,52.85,1.93
468,2147,26.63,2146,24.96,0.12,94.5,3.79
472,2148,29.62,2147,26.63,-7.7,52.65,1.98
468,2148,26.06,2147,24.98,0.31,94.08,3.77
475,2148,32.74,2147,30.06,-1.46,39.16,1.3
472,2149,28.83,2148,26.06,-4.36,52.54,2.02
468,2149,25.86,2148,25.0,0.0,93.65,3.75
475,2149,32.74,2148,29.62,-5.53,38.74,1.31
472,2150,28.27,2149,25.86,0.33,52.49,2.03
468,2150,26.05,2149,25.0,0.0,93.22,3.73
475,2150,32.76,2149,28.83,-10.17,38.33,1.33
472,2151,28.27,2150,26.05,3.96,52.43,2.01
475,2151,32.77,2150,28.27,-5.12,38.09,1.35
468,2151,26.45,2150,25.02,0.26,92.8,3.71
472,2152,28.84,2151,26.45,4.73,52.31,1.98
468,2152,26.82,2151,25.03,0.08,92.37,3.69
475,2152,32.58,2151,28.27,5.07,37.96,1.34
468,2153,26.94,2152,24.93,-1.68,91.92,3.69
475,2153,32.05,2152,28.84,10.4,37.84,1.31
472,2153,29.54,2152,26.82,2.93,52.15,1.94
468,2154,26.75,2153,24.63,-4.25,91.5,3.71
475,2154,31.19,2153,29.54,4.0,37.59,1.27
472,2154,29.58,2153,26.94,-0.33,51.93,1.93
468,2155,26.36,2154,24.19,-5.25,91.12,3.77
475,2155,30.22,2154,29.58,-4.3,37.27,1.26
472,2155,29.03,2154,26.75,-3.65,51.67,1.93
472,2156,28.28,2155,26.36,-4.73,51.39,1.95
468,2156,26.05,2155,23.73,-4.14,90.8,3.83
475,2156,29.61,2155,29.03,-6.98,36.98,1.27
472,2157,27.45,2156,26.05,-2.22,51.14,1.96
468,2157,26.06,2156,23.31,-3.61,90.54,3.88
475,2157,29.49,2156,28.28,-8.25,36.7,1.3
472,2158,26.61,2157,26.06,2.33,50.9,1.95
475,2158,29.69,2157,27.45,-8.42,36.47,1.33
468,2158,26.38,2157,22.81,-5.82,90.31,3.96
472,2159,25.8,2158,26.38,4.82,50.57,1.92
475,2159,29.96,2158,26.61,-8.51,36.37,1.37
468,2159,26.73,2158,22.09,-8.96,90.09,4.08
475,2160,30.07,2159,25.8,-7.83,36.43,1.41
472,2160,25.12,2159,26.73,3.15,50.08,1.87
468,2160,26.83,2159,21.18,-9.9,89.82,4.24
468,2161,26.55,2160,20.17,-10.05,89.51,4.44
475,2161,30.07,2160,25.12,-5.97,36.61,1.46
472,2161,24.65,2160,26.83,-1.11,49.43,1.84
475,2162,30.06,2161,24.65,-3.55,36.85,1.49
468,2162,26.02,2161,19.29,-7.86,89.18,4.62
472,2162,24.38,2161,26.55,-4.91,48.68,1.83
468,2163,25.52,2162,18.88,-1.72,88.79,4.7
475,2163,29.58,2162,24.38,-1.52,37.06,1.52
472,2163,24.27,2162,26.02,-6.08,47.89,1.84
472,2164,24.23,2163,25.52,-4.47,47.17,1.85
475,2164,28.31,2163,24.27,-0.57,37.2,1.53
468,2164,25.18,2163,18.97,4.13,88.4,4.66
468,2165,24.93,2164,19.38,5.94,88.0,4.54
472,2165,24.23,2164,25.18,-2.22,46.55,1.85
475,2165,26.9,2164,24.23,-0.15,37.29,1.54
468,2166,24.61,2165,19.82,2.78,87.52,4.42
475,2166,25.81,2165,24.23,0.25,37.38,1.54
472,2166,24.25,2165,24.93,-1.99,46.03,1.85
475,2167,25.29,2166,24.25,0.2,37.45,1.54
472,2167,24.2,2166,24.61,-4.11,45.56,1.85
468,2167,24.08,2166,20.0,0.0,86.96,4.35
472,2168,23.99,2167,24.08,-6.84,45.1,1.87
475,2168,25.28,2167,24.2,-1.01,37.47,1.55
468,2168,23.33,2167,20.0,0.0,86.33,4.32
472,2169,23.67,2168,23.33,-8.3,44.71,1.92
468,2169,22.5,2168,20.0,0.0,85.65,4.28
475,2169,25.15,2168,23.99,-3.04,37.43,1.56
475,2170,24.96,2169,23.67,-3.92,37.33,1.58
472,2170,23.41,2169,22.5,-8.49,44.42,1.97
468,2170,21.67,2169,20.0,0.0,85.02,4.25
472,2171,23.42,2170,21.67,-8.29,44.21,2.04
475,2171,24.95,2170,23.41,-1.88,37.2,1.59
468,2171,20.91,2170,20.0,0.0,84.47,4.22
